# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	30411	31511	+	WP_221050135.1	WP_221050135.1		LysM peptidoglycan-binding domain-containing protein			K5621_RS00125	1101	366	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	31595	32611	+					dprA		K5621_RS00130	1017		old_locus_tag=TUM17387_00280
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	31595	32611	+	WP_100143541.1	WP_100143541.1		DNA-processing protein DprA	dprA		K5621_RS00130	1017	338	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	32614	33090	+							K5621_RS00135	477		old_locus_tag=TUM17387_00290
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	32614	33090	+	WP_025889803.1	WP_025889803.1		DUF494 family protein			K5621_RS00135	477	158	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	33549	34112	+							K5621_RS00140	564		old_locus_tag=TUM17387_00310
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	33549	34112	+	WP_025889805.1	WP_025889805.1		topoisomerase DNA-binding C4 zinc finger domain-containing protein			K5621_RS00140	564	187	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	34195	34758	+							K5621_RS00145	564		old_locus_tag=TUM17387_00320
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	34195	34758	+	WP_039035705.1	WP_039035705.1		L-threonylcarbamoyladenylate synthase			K5621_RS00145	564	187	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	34784	35698	+					hemF		K5621_RS00150	915		old_locus_tag=TUM17387_00330
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	34784	35698	+	WP_100143542.1	WP_100143542.1		oxygen-dependent coproporphyrinogen oxidase	hemF		K5621_RS00150	915	304	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	35732	36163	-							K5621_RS00155	432		old_locus_tag=TUM17387_00340
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	35732	36163	-	WP_039035707.1	WP_039035707.1		group II truncated hemoglobin			K5621_RS00155	432	143	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	36289	37110	+					aroE		K5621_RS00160	822		old_locus_tag=TUM17387_00350
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	36289	37110	+	WP_221050136.1	WP_221050136.1		shikimate dehydrogenase	aroE		K5621_RS00160	822	273	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	37107	37379	+							K5621_RS00165	273		old_locus_tag=TUM17387_00360
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	37107	37379	+	WP_221050137.1	WP_221050137.1		DUF1488 family protein			K5621_RS00165	273	90	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	37385	37936	-							K5621_RS00170	552		old_locus_tag=TUM17387_00370
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	37385	37936	-	WP_071476711.1	WP_071476711.1		gamma carbonic anhydrase family protein			K5621_RS00170	552	183	
gene	rRNA	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	38390	39934	+							K5621_RS00175	1545		old_locus_tag=TUM17387_r00010
rRNA		GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	38390	39934	+				16S ribosomal RNA			K5621_RS00175	1545		
gene	rRNA	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	40224	43115	+							K5621_RS00180	2892		old_locus_tag=TUM17387_r00020
rRNA		GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	40224	43115	+				23S ribosomal RNA			K5621_RS00180	2892		
gene	tRNA	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	43206	43281	+							K5621_RS00185	76		old_locus_tag=TUM17387_t00010
tRNA		GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	43206	43281	+				tRNA-Val			K5621_RS00185	76		anticodon=TAC
gene	rRNA	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	43398	43513	+					rrf		K5621_RS00190	116		old_locus_tag=TUM17387_r00030
rRNA		GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	43398	43513	+				5S ribosomal RNA	rrf		K5621_RS00190	116		
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	44193	46526	+							K5621_RS00195	2334		old_locus_tag=TUM17387_00380
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	44193	46526	+	WP_245003120.1	WP_245003120.1		GGDEF and EAL domain-containing protein			K5621_RS00195	2334	777	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	46489	47454	-							K5621_RS00200	966		old_locus_tag=TUM17387_00390
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	46489	47454	-	WP_221050138.1	WP_221050138.1		alpha/beta fold hydrolase			K5621_RS00200	966	321	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	47522	49300	-							K5621_RS00205	1779		old_locus_tag=TUM17387_00400
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	47522	49300	-	WP_221050139.1	WP_221050139.1		DUF885 family protein			K5621_RS00205	1779	592	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	49499	50494	+					add		K5621_RS00210	996		old_locus_tag=TUM17387_00410
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	49499	50494	+	WP_221050140.1	WP_221050140.1		adenosine deaminase	add		K5621_RS00210	996	331	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	50559	51899	-					hemN		K5621_RS00215	1341		old_locus_tag=TUM17387_00420
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	50559	51899	-	WP_221050141.1	WP_221050141.1		oxygen-independent coproporphyrinogen III oxidase	hemN		K5621_RS00215	1341	446	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	52294	52761	-							K5621_RS00220	468		old_locus_tag=TUM17387_00430
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	52294	52761	-	WP_100144536.1	WP_100144536.1		DUF2489 domain-containing protein			K5621_RS00220	468	155	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	52773	53297	-					yihI		K5621_RS00225	525		old_locus_tag=TUM17387_00440
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	52773	53297	-	WP_025009063.1	WP_025009063.1		Der GTPase-activating protein YihI	yihI		K5621_RS00225	525	174	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	53345	54031	-							K5621_RS00230	687		old_locus_tag=TUM17387_00450
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	53345	54031	-	WP_100144534.1	WP_100144534.1		methyltransferase domain-containing protein			K5621_RS00230	687	228	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	54793	55413	-							K5621_RS00235	621		old_locus_tag=TUM17387_00460
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	54793	55413	-	WP_100144532.1	WP_100144532.1		cytochrome c4			K5621_RS00235	621	206	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	55583	56227	+					yihA		K5621_RS00240	645		old_locus_tag=TUM17387_00470
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	55583	56227	+	WP_100144570.1	WP_100144570.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		K5621_RS00240	645	214	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	56884	59652	-					polA		K5621_RS00245	2769		old_locus_tag=TUM17387_00480
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	56884	59652	-	WP_221050142.1	WP_221050142.1		DNA polymerase I	polA		K5621_RS00245	2769	922	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	60039	60692	+					elbB		K5621_RS00250	654		old_locus_tag=TUM17387_00490
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	60039	60692	+	WP_100144528.1	WP_100144528.1		isoprenoid biosynthesis glyoxalase ElbB	elbB		K5621_RS00250	654	217	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	60805	61638	-					glpG		K5621_RS00255	834		old_locus_tag=TUM17387_00500
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	60805	61638	-	WP_100144527.1	WP_100144527.1		rhomboid family intramembrane serine protease GlpG	glpG		K5621_RS00255	834	277	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	61642	61944	-					glpE		K5621_RS00260	303		old_locus_tag=TUM17387_00510
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	61642	61944	-	WP_025888989.1	WP_025888989.1		thiosulfate sulfurtransferase GlpE	glpE		K5621_RS00260	303	100	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	62023	63048	-					tdh		K5621_RS00265	1026		old_locus_tag=TUM17387_00520
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	62023	63048	-	WP_100144525.1	WP_100144525.1		L-threonine 3-dehydrogenase	tdh		K5621_RS00265	1026	341	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	63072	64265	-							K5621_RS00270	1194		old_locus_tag=TUM17387_00530
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	63072	64265	-	WP_221050143.1	WP_221050143.1		glycine C-acetyltransferase			K5621_RS00270	1194	397	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	64463	65107	-							K5621_RS00275	645		old_locus_tag=TUM17387_00540
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	64463	65107	-	WP_221050144.1	WP_221050144.1		TetR/AcrR family transcriptional regulator			K5621_RS00275	645	214	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	65227	66498	+					waaA		K5621_RS00280	1272		old_locus_tag=TUM17387_00550
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	65227	66498	+	WP_221050145.1	WP_221050145.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		K5621_RS00280	1272	423	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	66484	67200	-							K5621_RS00285	717		old_locus_tag=TUM17387_00560
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	66484	67200	-	WP_221050146.1	WP_221050146.1		3-deoxy-D-manno-octulosonic acid kinase			K5621_RS00285	717	238	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	67286	68332	+							K5621_RS00290	1047		old_locus_tag=TUM17387_00570
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	67286	68332	+	WP_221050147.1	WP_221050147.1		glycosyltransferase family 9 protein			K5621_RS00290	1047	348	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	68356	69426	+							K5621_RS00295	1071		old_locus_tag=TUM17387_00580
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	68356	69426	+	WP_221050148.1	WP_221050148.1		hypothetical protein			K5621_RS00295	1071	356	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	69423	70532	+							K5621_RS00300	1110		old_locus_tag=TUM17387_00590
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	69423	70532	+	WP_221050149.1	WP_221050149.1		glycosyltransferase			K5621_RS00300	1110	369	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	70632	71594	-							K5621_RS00305	963		old_locus_tag=TUM17387_00600
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	70632	71594	-	WP_221050150.1	WP_221050150.1		WavE lipopolysaccharide synthesis family protein			K5621_RS00305	963	320	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	71631	72356	-							K5621_RS00310	726		old_locus_tag=TUM17387_00610
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	71631	72356	-	WP_221050151.1	WP_221050151.1		glycosyltransferase family 2 protein			K5621_RS00310	726	241	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	72353	73792	-							K5621_RS00315	1440		old_locus_tag=TUM17387_00620
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	72353	73792	-	WP_221050152.1	WP_221050152.1		phosphotransferase			K5621_RS00315	1440	479	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	73946	74320	-							K5621_RS00320	375		old_locus_tag=TUM17387_00630
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	73946	74320	-	WP_221050153.1	WP_221050153.1		HAD hydrolase family protein			K5621_RS00320	375	124	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	74345	75562	-							K5621_RS00325	1218		old_locus_tag=TUM17387_00640
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	74345	75562	-	WP_221050154.1	WP_221050154.1		glycosyltransferase family 4 protein			K5621_RS00325	1218	405	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	75765	76718	-							K5621_RS00330	954		old_locus_tag=TUM17387_00650
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	75765	76718	-	WP_221050155.1	WP_221050155.1		polysaccharide pyruvyl transferase family protein			K5621_RS00330	954	317	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	77109	77600	+					coaD		K5621_RS00335	492		old_locus_tag=TUM17387_00660
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	77109	77600	+	WP_221050156.1	WP_221050156.1		pantetheine-phosphate adenylyltransferase	coaD		K5621_RS00335	492	163	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	77606	79099	+							K5621_RS00340	1494		old_locus_tag=TUM17387_00670
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	77606	79099	+	WP_221050157.1	WP_221050157.1		capsule assembly Wzi family protein			K5621_RS00340	1494	497	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	79298	80029	+							K5621_RS00345	732		old_locus_tag=TUM17387_00680
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	79298	80029	+	WP_100144564.1	WP_100144564.1		glycosyltransferase family 2 protein			K5621_RS00345	732	243	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	80031	80705	+							K5621_RS00350	675		old_locus_tag=TUM17387_00690
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	80031	80705	+	WP_221051097.1	WP_221051097.1		VTT domain-containing protein			K5621_RS00350	675	224	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	80705	82426	+							K5621_RS00355	1722		old_locus_tag=TUM17387_00700
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	80705	82426	+	WP_221050158.1	WP_221050158.1		glycosyltransferase family 39 protein			K5621_RS00355	1722	573	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	82435	83385	-							K5621_RS00360	951		old_locus_tag=TUM17387_00710
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	82435	83385	-	WP_221050159.1	WP_221050159.1		glycosyltransferase family 2 protein			K5621_RS00360	951	316	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	83425	84240	-					mutM		K5621_RS00365	816		old_locus_tag=TUM17387_00720
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	83425	84240	-	WP_221050160.1	WP_221050160.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		K5621_RS00365	816	271	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	84257	84715	-							K5621_RS00370	459		old_locus_tag=TUM17387_00730
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	84257	84715	-	WP_221050161.1	WP_221050161.1		hypothetical protein			K5621_RS00370	459	152	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	84770	85756	-					moaA		K5621_RS00375	987		old_locus_tag=TUM17387_00740
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	84770	85756	-	WP_221050162.1	WP_221050162.1		GTP 3',8-cyclase MoaA	moaA		K5621_RS00375	987	328	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	85765	87570	-							K5621_RS00380	1806		old_locus_tag=TUM17387_00750
