# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	33817	34770	-	WP_207325088.1	WP_207325088.1		methionyl-tRNA formyltransferase	fmt		JYB88_RS00130	954	317	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	34786	35289	-					def		JYB88_RS00135	504		old_locus_tag=JYB88_00135
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	34786	35289	-	WP_207321475.1	WP_207321475.1		peptide deformylase	def		JYB88_RS00135	504	167	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	35414	36520	+							JYB88_RS00140	1107		old_locus_tag=JYB88_00140
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	35414	36520	+	WP_207321476.1	WP_207321476.1		LysM peptidoglycan-binding domain-containing protein			JYB88_RS00140	1107	368	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	36605	37621	+					dprA		JYB88_RS00145	1017		old_locus_tag=JYB88_00145
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	36605	37621	+	WP_207326184.1	WP_207326184.1		DNA-processing protein DprA	dprA		JYB88_RS00145	1017	338	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	37624	38097	+							JYB88_RS00150	474		old_locus_tag=JYB88_00150
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	37624	38097	+	WP_207325089.1	WP_207325089.1		DUF494 family protein			JYB88_RS00150	474	157	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	38156	39889	-							JYB88_RS00155	1734		old_locus_tag=JYB88_00155
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	38156	39889	-	WP_207325090.1	WP_207325090.1		collagenase			JYB88_RS00155	1734	577	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	40022	40585	+							JYB88_RS00160	564		old_locus_tag=JYB88_00160
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	40022	40585	+	WP_207325091.1	WP_207325091.1		topoisomerase DNA-binding C4 zinc finger domain-containing protein			JYB88_RS00160	564	187	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	40688	41251	+							JYB88_RS00165	564		old_locus_tag=JYB88_00165
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	40688	41251	+	WP_207325092.1	WP_207325092.1		threonylcarbamoyl-AMP synthase			JYB88_RS00165	564	187	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	41264	42181	+					hemF		JYB88_RS00170	918		old_locus_tag=JYB88_00170
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	41264	42181	+	WP_207325093.1	WP_207325093.1		oxygen-dependent coproporphyrinogen oxidase	hemF		JYB88_RS00170	918	305	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	42185	42634	-							JYB88_RS00175	450		old_locus_tag=JYB88_00175
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	42185	42634	-	WP_207325094.1	WP_207325094.1		group II truncated hemoglobin			JYB88_RS00175	450	149	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	42765	43592	+					aroE		JYB88_RS00180	828		old_locus_tag=JYB88_00180
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	42765	43592	+	WP_207325095.1	WP_207325095.1		shikimate dehydrogenase	aroE		JYB88_RS00180	828	275	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	43589	43846	+							JYB88_RS00185	258		old_locus_tag=JYB88_00185
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	43589	43846	+	WP_207325096.1	WP_207325096.1		DUF1488 family protein			JYB88_RS00185	258	85	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	43849	44397	-							JYB88_RS00190	549		old_locus_tag=JYB88_00190
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	43849	44397	-	WP_207321485.1	WP_207321485.1		gamma carbonic anhydrase family protein			JYB88_RS00190	549	182	
gene	rRNA	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	44891	46433	+							JYB88_RS00195	1543		old_locus_tag=JYB88_00195
rRNA		GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	44891	46433	+				16S ribosomal RNA			JYB88_RS00195	1543		
gene	rRNA	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	46716	49608	+							JYB88_RS00200	2893		old_locus_tag=JYB88_00200
rRNA		GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	46716	49608	+				23S ribosomal RNA			JYB88_RS00200	2893		
gene	rRNA	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	49790	49905	+					rrf		JYB88_RS00205	116		old_locus_tag=JYB88_00205
rRNA		GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	49790	49905	+				5S ribosomal RNA	rrf		JYB88_RS00205	116		
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50093	50344	+							JYB88_RS00210	252		old_locus_tag=JYB88_00210
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50093	50344	+	WP_207321486.1	WP_207321486.1		YkgJ family cysteine cluster protein			JYB88_RS00210	252	83	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50358	50813	+							JYB88_RS00215	456		old_locus_tag=JYB88_00215
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50358	50813	+	WP_207323046.1	WP_207323046.1		Rrf2 family transcriptional regulator			JYB88_RS00215	456	151	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50788	51543	-							JYB88_RS00220	756		old_locus_tag=JYB88_00220
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	50788	51543	-	WP_207325097.1	WP_207325097.1		divergent polysaccharide deacetylase family protein			JYB88_RS00220	756	251	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	51561	52745	-							JYB88_RS00225	1185		old_locus_tag=JYB88_00225
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	51561	52745	-	WP_207325098.1	WP_207325098.1		S41 family peptidase			JYB88_RS00225	1185	394	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	52776	53912	-							JYB88_RS00230	1137		old_locus_tag=JYB88_00230
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	52776	53912	-	WP_207325099.1	WP_207325099.1		peptidoglycan DD-metalloendopeptidase family protein			JYB88_RS00230	1137	378	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	53922	55463	-					gpmM		JYB88_RS00235	1542		old_locus_tag=JYB88_00235
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	53922	55463	-	WP_207321490.1	WP_207321490.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM		JYB88_RS00235	1542	513	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	55693	56127	+							JYB88_RS00240	435		old_locus_tag=JYB88_00240
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	55693	56127	+	WP_207321491.1	WP_207321491.1		rhodanese-like domain-containing protein			JYB88_RS00240	435	144	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	56332	56811	+					secB		JYB88_RS00245	480		old_locus_tag=JYB88_00245
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	56332	56811	+	WP_207321492.1	WP_207321492.1		protein-export chaperone SecB	secB		JYB88_RS00245	480	159	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	56817	57833	+					gpsA		JYB88_RS00250	1017		old_locus_tag=JYB88_00250
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	56817	57833	+	WP_207325100.1	WP_207325100.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA		JYB88_RS00250	1017	338	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	57927	59120	+							JYB88_RS00255	1194		old_locus_tag=JYB88_00255
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	57927	59120	+	WP_207325101.1	WP_207325101.1		NAD(P)/FAD-dependent oxidoreductase			JYB88_RS00255	1194	397	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	59251	60165	+							JYB88_RS00260	915		old_locus_tag=JYB88_00260
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	59251	60165	+	WP_207325102.1	WP_207325102.1		diguanylate cyclase			JYB88_RS00260	915	304	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	60162	61112	+							JYB88_RS00265	951		old_locus_tag=JYB88_00265
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	60162	61112	+	WP_207325103.1	WP_207325103.1		ABC transporter substrate-binding protein			JYB88_RS00265	951	316	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	61109	64225	+							JYB88_RS00270	3117		old_locus_tag=JYB88_00270
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	61109	64225	+	WP_207321497.1	WP_207321497.1		response regulator			JYB88_RS00270	3117	1038	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	64328	64858	+					mog		JYB88_RS00275	531		old_locus_tag=JYB88_00275
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	64328	64858	+	WP_207325104.1	WP_207325104.1		molybdopterin adenylyltransferase	mog		JYB88_RS00275	531	176	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	64861	65331	+							JYB88_RS00280	471		old_locus_tag=JYB88_00280
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	64861	65331	+	WP_207326185.1	WP_207326185.1		NlpC/P60 family protein			JYB88_RS00280	471	156	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	65419	66372	+							JYB88_RS00285	954		old_locus_tag=JYB88_00285
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	65419	66372	+	WP_207325105.1	WP_207325105.1		TAXI family TRAP transporter solute-binding subunit			JYB88_RS00285	954	317	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	66414	68429	+							JYB88_RS00290	2016		old_locus_tag=JYB88_00290
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	66414	68429	+	WP_207325106.1	WP_207325106.1		TRAP transporter permease			JYB88_RS00290	2016	671	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	68429	68845	+							JYB88_RS00295	417		old_locus_tag=JYB88_00295
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	68429	68845	+	WP_207325107.1	WP_207325107.1		DUF1850 domain-containing protein			JYB88_RS00295	417	138	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	68848	69444	-							JYB88_RS00300	597		old_locus_tag=JYB88_00300
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	68848	69444	-	WP_207321502.1	WP_207321502.1		HutD family protein			JYB88_RS00300	597	198	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	69528	69770	-							JYB88_RS00305	243		old_locus_tag=JYB88_00305
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	69528	69770	-	WP_207321503.1	WP_207321503.1		GNAT family N-acetyltransferase			JYB88_RS00305	243	80	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	69786	70673	-					pbpG		JYB88_RS00310	888		old_locus_tag=JYB88_00310
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	69786	70673	-	WP_207326186.1	WP_207326186.1		D-alanyl-D-alanine endopeptidase	pbpG		JYB88_RS00310	888	295	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	70762	71187	-							JYB88_RS00315	426		old_locus_tag=JYB88_00315
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	70762	71187	-	WP_207326187.1	WP_207326187.1		acyl-CoA thioesterase			JYB88_RS00315	426	141	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	71321	72001	-					mtnC		JYB88_RS00320	681		old_locus_tag=JYB88_00320
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	71321	72001	-	WP_207325108.1	WP_207325108.1		acireductone synthase	mtnC		JYB88_RS00320	681	226	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	72212	72571	+							JYB88_RS00325	360		old_locus_tag=JYB88_00325
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	72212	72571	+	WP_207321506.1	WP_207321506.1		hypothetical protein			JYB88_RS00325	360	119	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	72683	73858	+							JYB88_RS00330	1176		old_locus_tag=JYB88_00330
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	72683	73858	+	WP_207325109.1	WP_207325109.1		hypothetical protein			JYB88_RS00330	1176	391	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	73861	74457	+							JYB88_RS00335	597		old_locus_tag=JYB88_00335
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	73861	74457	+	WP_207325110.1	WP_207325110.1		DNA-3-methyladenine glycosylase I			JYB88_RS00335	597	198	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	74534	76411	-							JYB88_RS00340	1878		old_locus_tag=JYB88_00340
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	74534	76411	-	WP_207325111.1	WP_207325111.1		DUF885 family protein			JYB88_RS00340	1878	625	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	76652	77521	+							JYB88_RS00345	870		old_locus_tag=JYB88_00345
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	76652	77521	+	WP_207325112.1	WP_207325112.1		AraC family transcriptional regulator			JYB88_RS00345	870	289	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	77703	78092	+							JYB88_RS00350	390		old_locus_tag=JYB88_00350
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	77703	78092	+	WP_207321511.1	WP_207321511.1		SgcJ/EcaC family oxidoreductase			JYB88_RS00350	390	129	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	78107	78418	-							JYB88_RS00355	312		old_locus_tag=JYB88_00355
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	78107	78418	-	WP_207321512.1	WP_207321512.1		ArsR family transcriptional regulator			JYB88_RS00355	312	103	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	78602	79489	+							JYB88_RS00360	888		old_locus_tag=JYB88_00360
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	78602	79489	+	WP_207325113.1	WP_207325113.1		permease			JYB88_RS00360	888	295	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	79525	80892	+							JYB88_RS00365	1368		old_locus_tag=JYB88_00365
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	79525	80892	+	WP_207325114.1	WP_207325114.1		glutathione synthase			JYB88_RS00365	1368	455	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	81083	83575	+							JYB88_RS00370	2493		old_locus_tag=JYB88_00370
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	81083	83575	+	WP_207325115.1	WP_207325115.1		hypothetical protein			JYB88_RS00370	2493	830	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	83726	85258	+							JYB88_RS00375	1533		old_locus_tag=JYB88_00375
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	83726	85258	+	WP_207325116.1	WP_207325116.1		hypothetical protein			JYB88_RS00375	1533	510	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	85200	86162	-							JYB88_RS00380	963		old_locus_tag=JYB88_00380
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	85200	86162	-	WP_207324033.1	WP_207324033.1		IS1595 family transposase			JYB88_RS00380	963	320	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	86161	87279	+							JYB88_RS00385	1119		old_locus_tag=JYB88_00385
