# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	32722	34164	-							JQC75_RS00145	1443		old_locus_tag=JQC75_00145
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	32722	34164	-	WP_203325562.1	WP_203325562.1		TrkH family potassium uptake protein			JQC75_RS00145	1443	480	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	34167	35576	-					trkA		JQC75_RS00150	1410		old_locus_tag=JQC75_00150
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	34167	35576	-	WP_203325563.1	WP_203325563.1		Trk system potassium transporter TrkA	trkA		JQC75_RS00150	1410	469	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	35594	36877	-					rsmB		JQC75_RS00155	1284		old_locus_tag=JQC75_00155
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	35594	36877	-	WP_203325564.1	WP_203325564.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		JQC75_RS00155	1284	427	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	36877	37839	-					fmt		JQC75_RS00160	963		old_locus_tag=JQC75_00160
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	36877	37839	-	WP_203325565.1	WP_203325565.1		methionyl-tRNA formyltransferase	fmt		JQC75_RS00160	963	320	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	37855	38358	-					def		JQC75_RS00165	504		old_locus_tag=JQC75_00165
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	37855	38358	-	WP_239002051.1	WP_239002051.1		peptide deformylase	def		JQC75_RS00165	504	167	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	38483	39586	+							JQC75_RS00170	1104		old_locus_tag=JQC75_00170
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	38483	39586	+	WP_203325566.1	WP_203325566.1		LysM peptidoglycan-binding domain-containing protein			JQC75_RS00170	1104	367	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	39671	40687	+					dprA		JQC75_RS00175	1017		old_locus_tag=JQC75_00175
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	39671	40687	+	WP_203327076.1	WP_203327076.1		DNA-processing protein DprA	dprA		JQC75_RS00175	1017	338	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	40690	41169	+							JQC75_RS00180	480		old_locus_tag=JQC75_00180
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	40690	41169	+	WP_011758169.1	WP_011758169.1		DUF494 family protein			JQC75_RS00180	480	159	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	41218	42957	-							JQC75_RS00185	1740		old_locus_tag=JQC75_00185
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	41218	42957	-	WP_239002052.1	WP_239002052.1		collagenase			JQC75_RS00185	1740	579	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	43178	43741	+							JQC75_RS00190	564		old_locus_tag=JQC75_00190
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	43178	43741	+	WP_203325567.1	WP_203325567.1		topoisomerase DNA-binding C4 zinc finger domain-containing protein			JQC75_RS00190	564	187	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	43849	44412	+							JQC75_RS00195	564		old_locus_tag=JQC75_00195
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	43849	44412	+	WP_203325568.1	WP_203325568.1		threonylcarbamoyl-AMP synthase			JQC75_RS00195	564	187	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	44426	45340	+					hemF		JQC75_RS00200	915		old_locus_tag=JQC75_00200
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	44426	45340	+	WP_203325569.1	WP_203325569.1		oxygen-dependent coproporphyrinogen oxidase	hemF		JQC75_RS00200	915	304	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	45375	45806	-							JQC75_RS00205	432		old_locus_tag=JQC75_00205
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	45375	45806	-	WP_203325570.1	WP_203325570.1		group II truncated hemoglobin			JQC75_RS00205	432	143	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	45973	46794	+					aroE		JQC75_RS00210	822		old_locus_tag=JQC75_00210
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	45973	46794	+	WP_203325571.1	WP_203325571.1		shikimate dehydrogenase	aroE		JQC75_RS00210	822	273	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	46797	47054	+							JQC75_RS00215	258		old_locus_tag=JQC75_00215
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	46797	47054	+	WP_203325572.1	WP_203325572.1		DUF1488 domain-containing protein			JQC75_RS00215	258	85	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	47051	47599	-							JQC75_RS00220	549		old_locus_tag=JQC75_00220
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	47051	47599	-	WP_203325573.1	WP_203325573.1		gamma carbonic anhydrase family protein			JQC75_RS00220	549	182	
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	48048	49590	+							JQC75_RS00225	1543		old_locus_tag=JQC75_00225
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	48048	49590	+				16S ribosomal RNA			JQC75_RS00225	1543		
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	49856	52749	+							JQC75_RS00230	2894		old_locus_tag=JQC75_00230
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	49856	52749	+				23S ribosomal RNA			JQC75_RS00230	2894		
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	52895	53010	+					rrf		JQC75_RS00235	116		old_locus_tag=JQC75_00235
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	52895	53010	+				5S ribosomal RNA	rrf		JQC75_RS00235	116		
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53158	53409	+							JQC75_RS00240	252		old_locus_tag=JQC75_00240
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53158	53409	+	WP_203325574.1	WP_203325574.1		YkgJ family cysteine cluster protein			JQC75_RS00240	252	83	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53425	53880	+							JQC75_RS00245	456		old_locus_tag=JQC75_00245
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53425	53880	+	WP_203325575.1	WP_203325575.1		Rrf2 family transcriptional regulator			JQC75_RS00245	456	151	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53855	54607	-							JQC75_RS00250	753		old_locus_tag=JQC75_00250
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	53855	54607	-	WP_203325576.1	WP_203325576.1		divergent polysaccharide deacetylase family protein			JQC75_RS00250	753	250	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	54629	55825	-							JQC75_RS00255	1197		old_locus_tag=JQC75_00255
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	54629	55825	-	WP_203325577.1	WP_203325577.1		S41 family peptidase			JQC75_RS00255	1197	398	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	55856	56992	-							JQC75_RS00260	1137		old_locus_tag=JQC75_00260
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	55856	56992	-	WP_203325578.1	WP_203325578.1		peptidoglycan DD-metalloendopeptidase family protein			JQC75_RS00260	1137	378	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	56998	58539	-					gpmM		JQC75_RS00265	1542		old_locus_tag=JQC75_00265
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	56998	58539	-	WP_203325579.1	WP_203325579.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM		JQC75_RS00265	1542	513	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	58777	59205	+							JQC75_RS00270	429		old_locus_tag=JQC75_00270
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	58777	59205	+	WP_203325580.1	WP_203325580.1		rhodanese-like domain-containing protein			JQC75_RS00270	429	142	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	59427	59906	+					secB		JQC75_RS00275	480		old_locus_tag=JQC75_00275
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	59427	59906	+	WP_203325581.1	WP_203325581.1		protein-export chaperone SecB	secB		JQC75_RS00275	480	159	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	59913	60932	+					gpsA		JQC75_RS00280	1020		old_locus_tag=JQC75_00280
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	59913	60932	+	WP_203325582.1	WP_203325582.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA		JQC75_RS00280	1020	339	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	61004	62197	+							JQC75_RS00285	1194		old_locus_tag=JQC75_00285
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	61004	62197	+	WP_203325583.1	WP_203325583.1		NAD(P)/FAD-dependent oxidoreductase			JQC75_RS00285	1194	397	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	62697	63614	+							JQC75_RS00290	918		old_locus_tag=JQC75_00290
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	62697	63614	+	WP_203325584.1	WP_203325584.1		diguanylate cyclase			JQC75_RS00290	918	305	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	63629	64579	+							JQC75_RS00295	951		old_locus_tag=JQC75_00295
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	63629	64579	+	WP_203325585.1	WP_203325585.1		ABC transporter substrate-binding protein			JQC75_RS00295	951	316	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	64579	67644	+							JQC75_RS00300	3066		old_locus_tag=JQC75_00300
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	64579	67644	+	WP_203325586.1	WP_203325586.1		ATP-binding protein			JQC75_RS00300	3066	1021	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	67761	68291	+					mog		JQC75_RS00305	531		old_locus_tag=JQC75_00305
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	67761	68291	+	WP_203325587.1	WP_203325587.1		molybdopterin adenylyltransferase	mog		JQC75_RS00305	531	176	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	68305	68784	+							JQC75_RS00310	480		old_locus_tag=JQC75_00310
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	68305	68784	+	WP_203325588.1	WP_203325588.1		NlpC/P60 family protein			JQC75_RS00310	480	159	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	68820	69407	-							JQC75_RS00315	588		old_locus_tag=JQC75_00315
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	68820	69407	-	WP_203325589.1	WP_203325589.1		HutD family protein			JQC75_RS00315	588	195	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	69431	69670	-							JQC75_RS00320	240		old_locus_tag=JQC75_00320
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	69431	69670	-	WP_203325590.1	WP_203325590.1		N-acetyltransferase			JQC75_RS00320	240	79	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	69672	70583	-					pbpG		JQC75_RS00325	912		old_locus_tag=JQC75_00325
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	69672	70583	-	WP_203325591.1	WP_203325591.1		D-alanyl-D-alanine endopeptidase	pbpG		JQC75_RS00325	912	303	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	70672	71106	-							JQC75_RS00330	435		old_locus_tag=JQC75_00330
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	70672	71106	-	WP_203325592.1	WP_203325592.1		acyl-CoA thioesterase			JQC75_RS00330	435	144	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	71213	71893	-					mtnC		JQC75_RS00335	681		old_locus_tag=JQC75_00335
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	71213	71893	-	WP_203325593.1	WP_203325593.1		acireductone synthase	mtnC		JQC75_RS00335	681	226	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	72399	73328	+							JQC75_RS00340	930		old_locus_tag=JQC75_00340
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	72399	73328	+	WP_239002053.1	WP_239002053.1		AraC family transcriptional regulator			JQC75_RS00340	930	309	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	73412	74935	-							JQC75_RS00345	1524		old_locus_tag=JQC75_00345
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	73412	74935	-	WP_203325594.1	WP_203325594.1		S41 family peptidase			JQC75_RS00345	1524	507	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	74994	75734	-							JQC75_RS00350	741		old_locus_tag=JQC75_00350
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	74994	75734	-	WP_203325595.1	WP_203325595.1		LytTR family DNA-binding domain-containing protein			JQC75_RS00350	741	246	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	75762	76838	-							JQC75_RS00355	1077		old_locus_tag=JQC75_00355
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	75762	76838	-	WP_203325596.1	WP_203325596.1		histidine kinase			JQC75_RS00355	1077	358	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	76844	77584	-							JQC75_RS00360	741		old_locus_tag=JQC75_00360
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	76844	77584	-	WP_203325597.1	WP_203325597.1		hypothetical protein			JQC75_RS00360	741	246	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	77728	78903	-							JQC75_RS00365	1176		old_locus_tag=JQC75_00365
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	77728	78903	-	WP_203325598.1	WP_203325598.1		MerR family transcriptional regulator			JQC75_RS00365	1176	391	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	79230	80195	-							JQC75_RS00370	966		old_locus_tag=JQC75_00370
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	79230	80195	-	WP_203325599.1	WP_203325599.1		alpha/beta hydrolase-fold protein			JQC75_RS00370	966	321	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	80637	81119	+							JQC75_RS00375	483		old_locus_tag=JQC75_00375
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	80637	81119	+	WP_203325600.1	WP_203325600.1		hypothetical protein			JQC75_RS00375	483	160	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	81494	82732	-					hutI		JQC75_RS00380	1239		old_locus_tag=JQC75_00380
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	81494	82732	-	WP_203325601.1	WP_203325601.1		imidazolonepropionase	hutI		JQC75_RS00380	1239	412	
