# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	41747	42517	+	WP_088903480.1	WP_088903480.1		hypothetical protein			CFF01_RS00180	771	256	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	42610	43431	-							CFF01_RS00185	822		old_locus_tag=CFF01_00185
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	42610	43431	-	WP_157704908.1	WP_157704908.1		phosphatase PAP2 family protein			CFF01_RS00185	822	273	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	43507	44325	-							CFF01_RS00190	819		old_locus_tag=CFF01_00190
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	43507	44325	-	WP_088903482.1	WP_088903482.1		phosphatase PAP2 family protein			CFF01_RS00190	819	272	
gene	pseudogene	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	44487	44756	-							CFF01_RS00195	270		partial;pseudo;old_locus_tag=CFF01_00195
CDS	without_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	44487	44756	-				GIY-YIG nuclease family protein			CFF01_RS00195	270		partial;pseudo
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	44776	46836	-							CFF01_RS00200	2061		old_locus_tag=CFF01_00200
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	44776	46836	-	WP_088903483.1	WP_088903483.1		S9 family peptidase			CFF01_RS00200	2061	686	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	47320	47973	+					ribB		CFF01_RS00205	654		old_locus_tag=CFF01_00205
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	47320	47973	+	WP_033538911.1	WP_033538911.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		CFF01_RS00205	654	217	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	48305	51520	+							CFF01_RS00210	3216		old_locus_tag=CFF01_00210
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	48305	51520	+	WP_088903484.1	WP_088903484.1		EAL domain-containing protein			CFF01_RS00210	3216	1071	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	51559	52083	-					ftnA		CFF01_RS00215	525		old_locus_tag=CFF01_00215
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	51559	52083	-	WP_088903485.1	WP_088903485.1		non-heme ferritin	ftnA		CFF01_RS00215	525	174	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	52580	53827	+					moeA		CFF01_RS00220	1248		old_locus_tag=CFF01_00220
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	52580	53827	+	WP_088903486.1	WP_088903486.1		molybdopterin molybdotransferase MoeA	moeA		CFF01_RS00220	1248	415	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	53833	54606	+					moeB		CFF01_RS00225	774		old_locus_tag=CFF01_00225
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	53833	54606	+	WP_088903487.1	WP_088903487.1		molybdopterin-synthase adenylyltransferase MoeB	moeB		CFF01_RS00225	774	257	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	54726	55433	-					folM		CFF01_RS00230	708		old_locus_tag=CFF01_00230
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	54726	55433	-	WP_088903488.1	WP_088903488.1		dihydromonapterin reductase	folM		CFF01_RS00230	708	235	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	55814	57385	+							CFF01_RS00235	1572		old_locus_tag=CFF01_00235
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	55814	57385	+	WP_033538905.1	WP_033538905.1		BCCT family transporter			CFF01_RS00235	1572	523	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	57442	58161	-							CFF01_RS00240	720		old_locus_tag=CFF01_00240
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	57442	58161	-	WP_033538904.1	WP_033538904.1		3'-5' exonuclease			CFF01_RS00240	720	239	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	58169	60058	-							CFF01_RS00245	1890		old_locus_tag=CFF01_00245
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	58169	60058	-	WP_088903489.1	WP_088903489.1		DUF294 nucleotidyltransferase-like domain-containing protein			CFF01_RS00245	1890	629	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	60153	61058	-							CFF01_RS00250	906		old_locus_tag=CFF01_00250
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	60153	61058	-	WP_033538902.1	WP_033538902.1		helix-turn-helix transcriptional regulator			CFF01_RS00250	906	301	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	61083	61928	-							CFF01_RS00255	846		old_locus_tag=CFF01_00255
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	61083	61928	-	WP_088905832.1	WP_088905832.1		formate dehydrogenase accessory sulfurtransferase FdhD			CFF01_RS00255	846	281	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	62224	62694	+							CFF01_RS00260	471		old_locus_tag=CFF01_00260
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	62224	62694	+	WP_088903490.1	WP_088903490.1		DUF3305 domain-containing protein			CFF01_RS00260	471	156	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	62694	63281	+							CFF01_RS00265	588		old_locus_tag=CFF01_00265
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	62694	63281	+	WP_088903491.1	WP_088903491.1		DUF3306 domain-containing protein			CFF01_RS00265	588	195	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	63468	65138	+							CFF01_RS00270	1671		old_locus_tag=CFF01_00270
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	63468	65138	+	WP_088903492.1	WP_088903492.1		4Fe-4S binding protein			CFF01_RS00270	1671	556	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	65149	65814	+							CFF01_RS00275	666		old_locus_tag=CFF01_00275
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	65149	65814	+	WP_033538897.1	WP_033538897.1		molecular chaperone TorD family protein			CFF01_RS00275	666	221	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	65986	66186	+							CFF01_RS00280	201		old_locus_tag=CFF01_00280
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	65986	66186	+	WP_088903493.1	WP_088903493.1		twin-arginine translocation signal domain-containing protein			CFF01_RS00280	201	66	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	66237	69086	+							CFF01_RS00285	2850		old_locus_tag=CFF01_00285
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	66237	69086	+	WP_088903494.1	WP_088903494.1		formate dehydrogenase subunit alpha			CFF01_RS00285	2850	949	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	69114	69704	+					fdh3B		CFF01_RS00290	591		old_locus_tag=CFF01_00290
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	69114	69704	+	WP_033538894.1	WP_033538894.1		formate dehydrogenase FDH3 subunit beta	fdh3B		CFF01_RS00290	591	196	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	69755	70759	+							CFF01_RS00295	1005		old_locus_tag=CFF01_00295
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	69755	70759	+	WP_088903495.1	WP_088903495.1		formate dehydrogenase subunit gamma			CFF01_RS00295	1005	334	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	71240	71437	+							CFF01_RS00300	198		old_locus_tag=CFF01_00300
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	71240	71437	+	WP_033538892.1	WP_033538892.1		twin-arginine translocation signal domain-containing protein			CFF01_RS00300	198	65	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	71455	74310	+							CFF01_RS00305	2856		old_locus_tag=CFF01_00305
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	71455	74310	+	WP_033538891.1	WP_033538891.1		molybdopterin-dependent oxidoreductase			CFF01_RS00305	2856	951	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	74331	74900	+					fdh3B		CFF01_RS00310	570		old_locus_tag=CFF01_00310
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	74331	74900	+	WP_011863874.1	WP_011863874.1		formate dehydrogenase FDH3 subunit beta	fdh3B		CFF01_RS00310	570	189	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	74969	75961	+							CFF01_RS00315	993		old_locus_tag=CFF01_00315
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	74969	75961	+	WP_088903496.1	WP_088903496.1		formate dehydrogenase subunit gamma			CFF01_RS00315	993	330	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	76131	76472	+							CFF01_RS00320	342		old_locus_tag=CFF01_00320
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	76131	76472	+	WP_088903497.1	WP_088903497.1		hypothetical protein			CFF01_RS00320	342	113	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	76689	78068	+							CFF01_RS00325	1380		old_locus_tag=CFF01_00325
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	76689	78068	+	WP_088903498.1	WP_088903498.1		class II fumarate hydratase			CFF01_RS00325	1380	459	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	78178	79341	-							CFF01_RS00330	1164		old_locus_tag=CFF01_00330
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	78178	79341	-	WP_088903499.1	WP_088903499.1		iron-containing alcohol dehydrogenase			CFF01_RS00330	1164	387	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	79543	80409	+							CFF01_RS00335	867		old_locus_tag=CFF01_00335
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	79543	80409	+	WP_088903500.1	WP_088903500.1		AraC family transcriptional regulator			CFF01_RS00335	867	288	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	80416	80700	-							CFF01_RS00340	285		old_locus_tag=CFF01_00340
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	80416	80700	-	WP_157704910.1	WP_157704910.1		hypothetical protein			CFF01_RS00340	285	94	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	80683	80925	+							CFF01_RS00345	243		old_locus_tag=CFF01_00345
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	80683	80925	+	WP_088903502.1	WP_088903502.1		hypothetical protein			CFF01_RS00345	243	80	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	81311	82654	+							CFF01_RS00350	1344		old_locus_tag=CFF01_00350
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	81311	82654	+	WP_033538883.1	WP_033538883.1		coproporphyrinogen III oxidase family protein			CFF01_RS00350	1344	447	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	82722	83345	+							CFF01_RS00355	624		old_locus_tag=CFF01_00355
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	82722	83345	+	WP_088903503.1	WP_088903503.1		HD domain-containing protein			CFF01_RS00355	624	207	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	83447	83728	+							CFF01_RS00360	282		old_locus_tag=CFF01_00360
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	83447	83728	+	WP_088903504.1	WP_088903504.1		antibiotic biosynthesis monooxygenase			CFF01_RS00360	282	93	
gene	pseudogene	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	83749	84273	+							CFF01_RS00365	525		partial;pseudo;old_locus_tag=CFF01_00365
CDS	without_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	83749	84273	+				GNAT family N-acetyltransferase			CFF01_RS00365	525		partial;pseudo
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	84298	84702	+							CFF01_RS00370	405		old_locus_tag=CFF01_00370
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	84298	84702	+	WP_088905833.1	WP_088905833.1		GNAT family N-acetyltransferase			CFF01_RS00370	405	134	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	84837	85685	+							CFF01_RS00375	849		old_locus_tag=CFF01_00375
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	84837	85685	+	WP_088903505.1	WP_088903505.1		PfkB family carbohydrate kinase			CFF01_RS00375	849	282	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	85957	86649	+							CFF01_RS00380	693		old_locus_tag=CFF01_00380
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	85957	86649	+	WP_088903506.1	WP_088903506.1		MOSC domain-containing protein			CFF01_RS00380	693	230	
